feature,UniProt ID,Description,KEGGID,KO_ID,Pathway_IDs,Pathway_Names,pan_bio_class,pan_bio_class_short,parent_cluster,consensus_pass,cluster_condition_keys,regime_importance_label,PAN_global_mean_normSHAP,Ae_mean_normSHAP,An_mean_normSHAP,AeAn_delta_An_minus_Ae,total_var_normSHAP,regime_var_frac,within_var_normSHAP,p_regime_Ae_vs_An,q_regime_Ae_vs_An,d_out,d_all,z_out_rank,z_all_rank,quad,mean_abs_shap,consensus_score,Ac+CA_ae,Ac+CA_an,Ac+KL_ae,ANCHOR:Ac_ae,ANCHOR:Ac_an,Ac+KL_an,Ac+SA_ae,Ac+SA_an,Ac+SF_ae,Ac+SF_an,Ac+pCA_ae,Ac+pCA_an,CA_an,SF_ae,pC_ae,pC_an,BREADTH_frac_ge1x,BREADTH_frac_ge2x,BREADTH_frac_ge5x,q_value_O2_DEG,AeAn_direction,gene,shap_rank,module,mod_gr_r,mod_gr_abs_r,in_gr_module,tier
RPA1579,Q6N9H0,L-carnitine dehydratase/bile acid-inducible protein F OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA1579 PE=4 SV=1,rpa:TX73_008110,,,,Intermediate-importance protein,Intermediate,49,True,Ac+SA_an,Regime-invariant importance,3610241674.505918,2055654193.21166,5164829155.800178,3109174962.588518,7.085035153130099e+19,0.03411051864617968,6.843360929430416e+19,0.487843696368071,0.6728364130336392,1.040826146646094e-05,1.049669338370349e-05,0.503274572957173,0.499033917478389,HH,1.590081344402652e-05,2.424069467860512,0.0,5625688985.691838,5970102505.487556,0.0,0.0,0.0,0.0,33632251413.15414,7861238172.022781,0.0,0.0,2060692847.555444,0.0,2613892868.18294,0.0,0.0,0.375,0.375,0.375,1.669856597748003e-12,Ae_up,RPA1579,57,2,-0.7644137444796071,0.7644137444796071,True,Tier3_AdaptiveSpecialist_HH
RPA2547,Q6N6R7,Uncharacterized protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA2547 PE=4 SV=1,rpa:TX73_013165,,,,Intermediate-importance protein,Intermediate,51,True,SF_ae,Regime-invariant importance,3553973584.16498,5274220529.639198,1833726638.690763,-3440493890.948435,4.929543667608037e+19,0.06003090251250971,4.6336187122667e+19,0.3536528266994375,0.6281977902611812,2.284538684725742e-05,2.288706063421417e-05,0.953845855247974,0.9575171090873764,HH,1.565298837079639e-05,7.335155609600053,1508167314.154663,8467326776.736093,23526246779.30102,567926272.8642715,0.0,0.0,0.0,0.0,0.0,6202486332.79001,0.0,0.0,0.0,16591423870.79363,0.0,0.0,0.375,0.375,0.375,1.357147399412412e-20,An_up,RPA2547,58,3,0.7011770108380053,0.7011770108380053,True,Tier3_AdaptiveSpecialist_HH
RPA3770,Q6N3C4,Phasin domain-containing protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA3770 PE=4 SV=1,rpa:TX73_019520,,,,Intermediate-importance protein,Intermediate,28,True,pC_ae,Regime-invariant importance,3304077304.051452,6066993665.157901,541160942.9450028,-5525832722.212898,7.324964554775538e+19,0.1042149318455456,6.561593872928568e+19,0.2266361881700278,0.6281977902611812,8.979131151311733e-06,9.04291812443026e-06,0.2237026375734001,0.2313675142217431,HH,1.512564767676956e-05,4.256170524727738,0.0,0.0,0.0,697932604.4841118,42.95959821219018,0.0,105336735.1198046,0.0,0.0,0.0,16035692056.02563,0.0,1241746583.316669,0.0,31696987925.63366,3087540917.283756,0.4375,0.4375,0.4375,0.001115951327824446,Ae_up,RPA3770,59,11,0.18763374902905441,0.18763374902905441,False,Tier3_AdaptiveSpecialist_HH
RPA4152,Q6N298,Periplasmic iron binding protein FbpA OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=fbpA PE=4 SV=1,rpa:TX73_021525,K02012,rpa02010,ABC transporters,Intermediate-importance protein,Intermediate,28,True,pC_ae,Regime-invariant importance,3131902719.388783,4759532216.237156,1504273222.540411,-3255258993.696745,8.271390812874929e+19,0.03202820225695633,8.006473034973841e+19,0.5031341090536776,0.6809106772189306,1.953853990511098e-05,1.934895766185158e-05,0.9554902690581814,0.9499773665217692,HH,1.379403523523276e-05,6.998945107393851,0.0,2936190254.339176,0.0,1418930895.55514,0.0,0.0,0.0,5515617181.234883,0.0,3582378344.749228,0.0,0.0,0.0,0.0,36657326834.34211,0.0,0.3125,0.3125,0.3125,4.551345272410454e-08,An_up,RPA4152,60,9,-0.7108674866789133,0.7108674866789133,True,Tier3_AdaptiveSpecialist_HH
RPA4192,Q6N258,DUF1036 domain-containing protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA4192 PE=4 SV=1,rpa:TX73_021730,,,,Intermediate-importance protein,Intermediate,49,True,Ac+SA_an,Regime-invariant importance,2686957161.58242,2019408455.38269,3354505867.782151,1335097412.399461,3.849907617532784e+19,0.0115748563191371,3.80534549001789e+19,0.6845067468398045,0.7982224765992291,9.66697495648498e-06,9.455635238571585e-06,0.4519117126607109,0.4275621100833701,HH,1.183433365697331e-05,3.178203032768038,0.0,3560263536.687315,0.0,10381537693.43736,0.0,0.0,0.0,23275783405.56989,0.0,0.0,229790455.6030213,0.0,0.0,5543939494.021142,0.0,0.0,0.3125,0.3125,0.3125,0.265207010071713,ns,RPA4192,61,5,-0.12040674414776421,0.12040674414776421,False,Tier3_AdaptiveSpecialist_HH
RPA3762,Q6N3D2,Putative 2-oxo-3-ene-17-dioic acid hydratase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA3762 PE=4 SV=1,rpa:TX73_019480,,,,Intermediate-importance protein,Intermediate,49,True,Ac+SA_an,Regime-invariant importance,2653036853.037918,0.0,5306073706.075836,5306073706.075836,4.244593187347207e+19,0.16582518589906,3.540732732989473e+19,0.126419966240619,0.6281977902611812,7.60466480076244e-06,7.458341672862553e-06,0.3090166956992028,0.2904418332696485,HH,1.168493631830241e-05,5.233519789679806,0.0,5512058143.001919,0.0,0.0,0.0,0.0,0.0,25241786278.85788,0.0,0.0,0.0,0.0,8435089591.781936,0.0,0.0,3259655634.964962,0.25,0.25,0.25,2.457059765737624e-29,An_up,RPA3762,62,7,0.7047771165023787,0.7047771165023787,True,Tier3_AdaptiveSpecialist_HH
RPA2714,Q6N6A3,Putative long-chain-fatty-acid--CoA ligase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA2714 PE=4 SV=1,rpa:TX73_014065,,,,Intermediate-importance protein,Intermediate,28,True,pC_ae,Regime-invariant importance,2625850091.459639,5251700182.919277,0.0,-5251700182.919277,1.103214192450975e+20,0.0625,1.034263305422789e+20,0.3506166628202075,0.6281977902611812,3.216449415612979e-05,3.204917973849558e-05,1.830493536003777,1.835526531895748,HH,1.156519596212179e-05,4.371440805515353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42013601463.35422,0.0,0.0625,0.0625,0.0625,3.967347568834376e-12,Ae_up,RPA2714,63,2,-0.7644137444796071,0.7644137444796071,True,Tier3_AdaptiveSpecialist_HH
RPA4691,Q6N0S0,Methyl-accepting chemotaxis receptor/sensory transducer OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA4691 PE=3 SV=1,rpa:TX73_024375,K03406,"rpa02020,rpa02030","Two-component system, Bacterial chemotaxis",Intermediate-importance protein,Intermediate,49,True,Ac+SA_an,Regime-invariant importance,2557415203.116474,13672515.70855222,5101157890.524396,5087485374.815844,5.356144130433537e+19,0.1208075567454442,4.709081444459409e+19,0.1933036431659063,0.6281977902611812,3.468045691187916e-05,3.478643041133057e-05,2.185066116407589,2.166598226573017,HH,1.126378389868802e-05,6.257053495588818,0.0,13882005910.77642,0.0,109380125.6684177,0.0,0.0,0.0,26745325359.48915,0.0,181931853.9295966,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,3.070904183615503e-06,An_up,RPA4691,64,3,0.7011770108380053,0.7011770108380053,True,Tier3_AdaptiveSpecialist_HH
RPA3923,Q6N2X5,Putative acetoin dehydrogenase (TPP-dependent) alpha chain OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA3923 PE=4 SV=1,rpa:TX73_020335,,,,Intermediate-importance protein,Intermediate,43,True,Ac+CA_an,Regime-invariant importance,2313396693.352635,284246532.5373354,4342546854.167934,4058300321.630599,3.509278779565021e+19,0.1173303870616719,3.097533742051345e+19,0.1991188310026576,0.6281977902611812,4.95462680820956e-05,4.996009298771376e-05,1.692621484133989,1.698586536146305,HH,1.018903789815187e-05,6.219919406269933,0.0,18674586413.6396,0.0,0.0,0.0,16065788419.70387,0.0,0.0,0.0,0.0,2273972260.298683,0.0,0.0,0.0,0.0,0.0,0.1875,0.1875,0.1875,0.8409319143690627,ns,RPA3923,65,5,-0.12040674414776421,0.12040674414776421,False,Tier3_AdaptiveSpecialist_HH
RPA4403,Q6N1K2,Morphinone reductase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA4403 PE=4 SV=1,rpa:TX73_022825,K10680,"rpa00633,rpa01120","Nitrotoluene degradation, Microbial metabolism in diverse environments",Intermediate-importance protein,Intermediate,49,True,Ac+SA_an,Regime-invariant importance,2310943564.137794,116818041.3682112,4505069086.907377,4388251045.539166,8.09442704274668e+19,0.05947532523605648,7.61300836177979e+19,0.36255573691325,0.6281977902611812,1.160318003973444e-05,1.183366992673589e-05,0.5860690591898783,0.5908214227412795,HH,1.017823342756068e-05,4.964446971030117,0.0,0.0,0.0,0.0,0.0,0.0,823146992.5449358,36040552695.25902,111397338.4007536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.1875,0.1875,0.536488708980763,ns,RPA4403,66,4,0.1907718068154067,0.1907718068154067,False,Tier3_AdaptiveSpecialist_HH
RPA3105,Q6N577,Patatin-like phospholipase domain OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA3105 PE=4 SV=1,rpa:TX73_016060,,,,Intermediate-importance protein,Intermediate,28,True,pC_ae,Regime-invariant importance,2292432385.962802,4293536800.300667,291327971.6249378,-4002208828.675729,6.977247055674415e+19,0.05739253383360989,6.576805167966166e+19,0.3708622262465378,0.6281977902611812,1.162781626206344e-05,1.132885715395048e-05,0.4072616841960257,0.3907593254413428,HH,1.009670348654088e-05,2.462447666042867,813576812.1527374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330623772.999503,0.0,0.0,33534717590.2526,0.0,0.1875,0.1875,0.1875,0.4903897769691569,ns,RPA3105,67,1,-0.6150968944808747,0.6150968944808747,True,Tier3_AdaptiveSpecialist_HH
RPA2803,Q6N615,Uncharacterized protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA2803 PE=4 SV=1,rpa:TX73_014515,,,,Intermediate-importance protein,Intermediate,28,True,pC_ae,Regime-invariant importance,2225727635.484541,4451455270.662003,0.3070801382551418,-4451455270.354922,7.926181610608904e+19,0.06249999999195185,7.430795260009639e+19,0.3506166628513436,0.6281977902611812,1.467925036364441e-05,1.447343576064519e-05,0.6187320217776069,0.6100215512359972,HH,9.835695298808781e-06,7.877280438833439,0.0,0.0,0.0,0.0,2.456641106041134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35611642165.29602,0.0,0.125,0.125,0.0625,3.244393724804035e-20,Ae_up,RPA2803,68,2,-0.7644137444796071,0.7644137444796071,True,Tier3_AdaptiveSpecialist_HH
RPA1745,Q6N906,N-carbamoyl-beta-alanine amidohydrolase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA1745 PE=3 SV=1,rpa:TX73_008975,K06016,"rpa00240,rpa00410,rpa00770,rpa01100","Pyrimidine metabolism, beta-Alanine metabolism, Pantothenate and CoA biosynthesis, Metabolic pathways",Intermediate-importance protein,Intermediate,41,True,ANCHOR:Ac_an,Regime-invariant importance,1795744363.32827,0.0,3591488726.65654,3591488726.65654,2.666434027175649e+19,0.1209367186872023,2.343964245333124e+19,0.1930639155349068,0.6281977902611812,2.182341291764883e-05,2.179003193361321e-05,1.600151893329191,1.623500351513019,HH,9.804029074474978e-06,3.956558043804628,0.0,9961471183.001387,0.0,0.0,141.9954040410686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18770438488.25553,0.0,0.0,0.0,0.1875,0.1875,0.1875,0.6255146770502095,ns,RPA1745,69,8,0.25136836950793007,0.25136836950793007,False,Tier3_AdaptiveSpecialist_HH
RPA3651,Q6N3P2,Non-homologous end joining protein Ku OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=ku PE=3 SV=1,rpa:TX73_018920,K10979,rpa03450,Non-homologous end-joining,Intermediate-importance protein,Intermediate,28,True,pC_ae,Regime-invariant importance,1965387823.584372,3404916436.921263,525859210.2474804,-2879057226.673783,4.652499851581981e+19,0.0445404125679018,4.445275588720417e+19,0.4297326111108032,0.6390001086745138,1.96819863207703e-05,1.973756570201506e-05,0.9654313855740607,0.9770738632245516,HH,8.65628064421845e-06,6.192078851974769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4206873681.979843,0.0,0.0,27239331495.37011,0.0,0.125,0.125,0.125,0.4932175735423281,ns,RPA3651,70,15,0.10230004092856457,0.10230004092856457,False,Tier3_AdaptiveSpecialist_HH
RPA1612,Q6N9D7,Putative acyl-CoA dehydrogenase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA1612 PE=3 SV=1,rpa:TX73_008280,K00249,"rpa00071,rpa00280,rpa01100,rpa01110,rpa01212","Fatty acid degradation, Valine, leucine and isoleucine degradation, Metabolic pathways, Biosynthesis of secondary metabolites, Fatty acid metabolism",Intermediate-importance protein,Intermediate,28,True,pC_ae,Regime-invariant importance,1882594392.464782,3765188784.929565,0.0,-3765188784.929565,4.604984632328095e+19,0.07696359335618583,4.25056846767411e+19,0.3000716756730056,0.6281977902611812,1.263735469645677e-05,1.211023751977899e-05,0.4772246676378536,0.4452426822380374,HH,8.291628351847022e-06,3.107702388540338,0.0,0.0,0.0,2940491313.448806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27181018965.98771,0.0,0.125,0.125,0.125,0.8181026798936624,ns,RPA1612,71,11,0.18763374902905441,0.18763374902905441,False,Tier3_AdaptiveSpecialist_HH
RPA3643,Q6N3Q0,maltose alpha-D-glucosyltransferase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA3643 PE=3 SV=1,rpa:TX73_018880,K05343,"rpa00500,rpa01100,rpa01110","Starch and sucrose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",Background / low-importance,Background,41,True,ANCHOR:Ac_an,Regime-invariant importance,1263361500.308389,1631857874.757976,894865125.8588011,-736992748.8991749,4.577999882491597e+18,0.02966133278024168,4.442210304509107e+18,0.5099926431376074,0.6857457641147782,1.838503699823817e-05,1.813237079336478e-05,1.300568413993151,1.302102150565637,HH,7.654839170779484e-06,3.686995158745633,5271017079.289967,0.0,2704996590.348017,0.0,156.653942335134,6561084916.531216,0.0,0.0,0.0,597835933.6852512,1355345109.277527,0.0,0.0,0.0,3723504219.148299,0.0,0.4375,0.4375,0.4375,0.5224704289580487,ns,RPA3643,72,13,-0.6061558419768247,0.6061558419768247,True,Tier4_ConditionalBackground_HH
RPA2966,G3XCR4,Nitrogen regulatory protein P-II OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=glnB PE=3 SV=1,rpa:TX73_015385,K04751,rpa02020,Two-component system,Background / low-importance,Background,41,True,ANCHOR:Ac_an,Regime-invariant importance,1363959472.245989,825547725.9792825,1902371218.512695,1076823492.533413,9.873296902350141e+18,0.02936073040090209,9.583409693832178e+18,0.514397706447244,0.6877413362055433,1.550436116676553e-05,1.541016367100692e-05,1.049576984126537,1.062902170527973,HH,7.527600452685825e-06,5.378931349791784,0.0,0.0,0.0,0.0,113.9179850514074,0.0,0.0,4573101838.993342,0.0,0.0,6604381807.83426,10645867795.19024,0.0,0.0,0.0,0.0,0.25,0.25,0.25,1.190784367192717e-20,Ae_up,RPA2966,73,1,-0.6150968944808747,0.6150968944808747,True,Tier4_ConditionalBackground_HH
RPA4272,Q6N1Y0,DUF1013 domain-containing protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA4272 PE=4 SV=1,rpa:TX73_022130,,,,Intermediate-importance protein,Intermediate,28,True,pC_ae,Regime-invariant importance,1662857850.953692,3325715701.16019,0.7471944468748788,-3325715700.412995,4.241168450589855e+19,0.06519656698872241,3.964658827590518e+19,0.340389084633664,0.6281977902611812,1.361112685161891e-05,1.364961277491273e-05,0.5447089781372974,0.5525787952724687,HH,7.403599047884727e-06,5.812803584443387,0.0,0.0,0.0,0.0,5.97755557499903,0.0,0.0,0.0,0.0,0.0,526233951.3410265,0.0,0.0,0.0,26079491657.94049,0.0,0.1875,0.1875,0.1875,3.692999889851529e-14,Ae_up,RPA4272,74,2,-0.7644137444796071,0.7644137444796071,True,Tier3_AdaptiveSpecialist_HH
RPA4498,Q6N1B0,Anthranilate synthase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=trpG PE=4 SV=1,rpa:TX73_023350,K13503,"rpa00400,rpa01100,rpa01110,rpa01230","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids",Intermediate-importance protein,Intermediate,21,True,ANCHOR:Ac_ae,Regime-invariant importance,1623758327.608641,1401463028.875634,1846053626.341648,444590597.4660139,1.36964937516327e+19,0.003607872258029996,1.36470785517939e+19,0.8194846259714649,0.8948490553224646,8.399025888407715e-06,8.048269527076752e-06,0.3723022109862323,0.350045603934101,HH,7.151620465691669e-06,3.537772460546868,0.0,0.0,0.0,11211704231.00507,0.0,4846764555.902033,0.0,0.0,0.0,0.0,0.0,0.0,9921664454.831148,0.0,0.0,0.0,0.1875,0.1875,0.1875,0.003194392740272623,Ae_up,RPA4498,75,4,0.1907718068154067,0.1907718068154067,False,Tier3_AdaptiveSpecialist_HH
RPA2427,Q6N736,Serine protease trypsin family OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA2427 PE=4 SV=1,,,,,Intermediate-importance protein,Intermediate,49,True,Ac+SA_an,Regime-invariant importance,1619942542.898407,0.0,3239885085.796813,3239885085.796813,2.813606101605839e+19,0.0932687002915728,2.551184717376623e+19,0.2536569084873921,0.6281977902611812,8.898244233881876e-06,9.377618615235943e-06,0.39864727552433,0.422206031652277,HH,7.134814366186347e-06,2.322233167333633,0.0,0.0,0.0,0.0,0.0,4955511204.554813,0.0,20963569481.81969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0005558296969308243,Ae_up,RPA2427,76,10,-0.45471877783615555,0.45471877783615555,False,Tier3_AdaptiveSpecialist_HH
RPA4584,Q6N125,Possible endoglucanase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA4584 PE=3 SV=1,rpa:TX73_023810,K01179,"rpa00500,rpa01100,rpa02020","Starch and sucrose metabolism, Metabolic pathways, Two-component system",Intermediate-importance protein,Intermediate,43,True,Ac+CA_an,Regime-invariant importance,1610923626.853745,0.0,3221847253.707489,3221847253.707489,1.73803005490891e+19,0.1493112805630758,1.478522561753348e+19,0.1474369811785431,0.6281977902611812,2.221017504001213e-05,2.305671779557097e-05,0.6908112405402235,0.7148439247387188,HH,7.095091789577088e-06,3.576254135862147,0.0,11986199715.82384,0.0,0.0,0.0,12528749093.55862,0.0,0.0,0.0,1259829220.277452,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.1875,0.1875,4.246414111548349e-05,Ae_up,RPA4584,77,10,-0.45471877783615555,0.45471877783615555,False,Tier3_AdaptiveSpecialist_HH
RPA4072,Q6N2H8,Transcription elongation factor GreA OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=greA PE=3 SV=1,,,,,Background / low-importance,Background,41,True,ANCHOR:Ac_an,Regime-invariant importance,751650367.2696853,411716632.9331032,1091584101.606267,679867468.6731642,3.166820654340983e+18,0.03648926047694388,3.051265710600969e+18,0.4711357587876778,0.6598826932088282,2.216535478750196e-05,2.233934478540573e-05,1.629945068218233,1.671768399195369,HH,6.422190285224149e-06,6.126209939188862,0.0,0.0,0.0,872286628.7592801,233.1707879232166,0.0,0.0,6794081150.629097,2421446434.705545,1938591429.050256,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.3125,0.3125,4.757170772841017e-12,Ae_up,RPA4072,78,1,-0.6150968944808747,0.6150968944808747,True,Tier4_ConditionalBackground_HH
RPA1570,Q6N9H9,Putative aminopeptidase OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA1570 PE=4 SV=1,rpa:TX73_008065,,,,Background / low-importance,Background,40,True,Ac+SF_an,Regime-invariant importance,1404302883.315493,1570635912.234922,1237969854.396063,-332666057.8388591,8.515926760894678e+18,0.003248815693972119,8.488260084385166e+18,0.8287849327664456,0.9005088271296328,8.140813005961197e-06,8.179961094881076e-06,0.4319125749619971,0.4292514676941225,HH,6.361363799793551e-06,4.488266952683973,0.0,0.0,0.0,0.0,13.21135389461723,2758029436.931145,9822530779.035551,0.0,0.0,7145729385.026003,1807668548.72811,0.0,0.0,0.0,934887970.1157154,0.0,0.375,0.375,0.375,1.694817828784219e-06,Ae_up,RPA1570,79,1,-0.6150968944808747,0.6150968944808747,True,Tier4_ConditionalBackground_HH
RPA0236,Q6ND73,Zn-dependent protease OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA0236 PE=4 SV=1,rpa:TX73_001220,,,,Background / low-importance,Background,21,True,ANCHOR:Ac_ae,Regime-invariant importance,1439297118.514947,1750800949.098063,1127793287.93183,-623007661.1662335,1.386689151998797e+19,0.00699757666150974,1.376985688352001e+19,0.7508322513356228,0.8518876612638135,8.601336335694153e-06,8.11674369682793e-06,0.3877975900933437,0.3552975093088736,HH,6.339186413375821e-06,5.239694542071047,0.0,0.0,0.0,12555506574.45646,0.0,9022346303.45464,0.0,0.0,0.0,0.0,1450901018.328053,0.0,0.0,0.0,0.0,0.0,0.1875,0.1875,0.1875,4.54137740018043e-22,Ae_up,RPA0236,80,2,-0.7644137444796071,0.7644137444796071,True,Tier4_ConditionalBackground_HH
RPA3595,Q6N3U8,SOUL heme-binding protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA3595 PE=4 SV=1,rpa:TX73_018630,,,,Background / low-importance,Background,21,True,ANCHOR:Ac_ae,Regime-invariant importance,1432746844.613792,1692427559.26776,1173066129.959824,-519361429.3079357,9.074842059694372e+18,0.007430881234032911,9.007407986131176e+18,0.7430981063147379,0.8452389557325266,3.098421505402267e-05,3.101118201442104e-05,2.102148954053997,2.111279715292462,HH,6.310336631920734e-06,6.718413917239829,0.0,0.0,2551423071.199197,8141606940.908489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9384529039.67859,2846390462.034389,0.0,0.0,0.25,0.25,0.25,0.06498754223621515,ns,RPA3595,81,17,0.34558391883036077,0.34558391883036077,False,Tier4_ConditionalBackground_HH
RPA2065,Q6N839,Putative nosL (Possibly a disulfide isomerase) OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=nosL PE=4 SV=1,rpa:TX73_010645,,,,Background / low-importance,Background,50,True,Ac+KL_an,Regime-invariant importance,1409589853.349456,1544290829.406813,1274888877.292099,-269401952.1147139,1.03596306291906e+19,0.001751447865301186,1.034148627623979e+19,0.8737853202710075,0.9244913816040043,2.050465707104564e-05,2.045035561207369e-05,1.898690101341254,1.874990511284417,HH,6.276526777380541e-06,4.77024853150573,0.0,0.0,2303638404.534291,0.0,5.109198427589488,10199111013.22759,0.0,0.0,1327454582.264486,0.0,8723233648.455725,0.0,0.0,0.0,0.0,0.0,0.3125,0.3125,0.3125,0.3712136545090253,ns,RPA2065,82,1,-0.6150968944808747,0.6150968944808747,True,Tier4_ConditionalBackground_HH
RPA0600,Q6NC72,DUF1178 family protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA0600 PE=4 SV=1,rpa:TX73_003105,,,,Background / low-importance,Background,9,True,Ac+pCA_ae,Regime-invariant importance,1403184873.366344,2472033308.517029,334336438.21566,-2137696870.301369,9.897765092198705e+18,0.1154237311839742,8.755328114874638e+18,0.1998838004480779,0.6281977902611812,1.227299335814045e-05,1.222531146872658e-05,0.5074800245554943,0.5110007022662336,HH,6.180134991082475e-06,3.977665294359133,0.0,0.0,1539914665.887345,0.0,0.0,0.0,0.0,2674691505.72528,7675652825.437346,0.0,10560698976.81154,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,1.403498992837675e-06,Ae_up,RPA0600,83,1,-0.6150968944808747,0.6150968944808747,True,Tier4_ConditionalBackground_HH
RPA1285,Q6NAA0,Gamma-glutamylcyclotransferase family protein OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA1285 PE=3 SV=1,rpa:TX73_006595,,,,Background / low-importance,Background,21,True,ANCHOR:Ac_ae,Regime-invariant importance,1377528475.658571,2606970936.220729,148086015.0964133,-2458884921.124316,1.274100913506269e+19,0.1186349329013095,1.122948037122955e+19,0.1968051340839873,0.6281977902611812,2.012902901953559e-05,1.987793031452165e-05,1.270727615518537,1.257369625489694,HH,6.067134912312712e-06,4.45459200828741,0.0,0.0,0.0,13534268743.91869,0.0,0.0,0.0,0.0,1414151508.695078,0.0,0.0,1184688120.771307,0.0,0.0,5907347237.152064,0.0,0.25,0.25,0.25,5.095812755176757e-07,Ae_up,RPA1285,84,2,-0.7644137444796071,0.7644137444796071,True,Tier4_ConditionalBackground_HH
RPA3803,Q6N391,Carbon-monoxide dehydrogenase small subunit OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=RPA3803 PE=4 SV=1,rpa:TX73_019690,,,,Background / low-importance,Background,40,True,Ac+SF_an,Regime-invariant importance,1248226830.593986,1710194916.668958,786258744.519013,-923936172.1499447,5.527849439472369e+18,0.03860715001169485,5.314434926920595e+18,0.4511961989225779,0.6485313153974192,1.917887855342001e-05,1.933060010383047e-05,1.395032712968127,1.40235931992049,HH,5.497643581387037e-06,7.247058852989364,0.0,0.0,0.0,7382950598.996543,0.0,0.0,1967191680.246502,0.0,2677321450.203981,6290069956.152104,0.0,0.0,0.0,1654095603.904635,0.0,0.0,0.3125,0.3125,0.3125,0.008152695278647615,Ae_up,RPA3803,85,8,0.25136836950793007,0.25136836950793007,False,Tier4_ConditionalBackground_HH
